Payer,Payment Date,NPI,Payment Number,Amount,Claim Count
UHC Community Plan New Jersey,2/8/2021,1104016088,2.02E+14,$7.06 ,1
UHC Community Plan of VA,2/8/2021,1104016088,2.02E+14,$0.00 ,1
UHC Community Plan of CA Dual,2/8/2021,1104016088,2.02E+14,$0.00 ,1
UHC Member Payment,2/8/2021,,1020321848F0020,$23.44 ,1
UHC Member Payment,2/8/2021,,1.02E+14,$16.60 ,1
UHC Member Payment,2/8/2021,,1.02E+14,$5.55 ,1
UHC Member Payment,2/8/2021,,1.02E+14,$5.55 ,1
Medica,2/8/2021,1366479099,1606050195,$75.00 ,2
UnitedHealthcare Services,2/8/2021,1366479099,1E0000000079426,$18.89 ,1
UnitedHealthcare Services,2/8/2021,1366479099,1E0000000079426,$43.93 ,1
UnitedHealthcare Services,2/8/2021,1366479099,1E0000000079426,$99.86 ,1
AARP Supplemental Health Plans insured by UnitedHealthcare,2/8/2021,1366479099,9605827933,$0.00 ,28
UMR SUTTERSELECT,2/8/2021,1366479099,605961995,$0.00 ,1
UMR QBE THE AMERICAS,2/8/2021,1366479099,605962001,$47.14 ,6
UMR MGM RESORTS INTERNATIONAL,2/8/2021,1366479099,605961996,$0.00 ,2
UMR,2/8/2021,1366479099,605962010,"$25,023.83 ",529
UMR ELECTRONIC THEATRE CONTROLS INC,2/8/2021,1366479099,605961997,$44.59 ,2
UMR VOLK ENTERPRISES SAFETY TODAY,2/8/2021,1366479099,605962003,$200.00 ,1
UMR ORANGE COUNTY CONTAINER GROUP LLC,2/8/2021,1366479099,605962526,$30.54 ,2
UMR USNAS,2/8/2021,1366479099,605962539,$0.00 ,5
UMR PLANES MOVING AND STORAGE INC,2/8/2021,1366479099,605961991,$0.00 ,1
UHC GOVERNMENT EMPLOYEES HEALTH ASSOC,2/8/2021,1366479099,605962009,$72.53 ,3
UMR BEAUMONT HEALTH SYSTEM,2/8/2021,1366479099,605962531,$0.00 ,1
UMR TOYO INK INTERNATIONAL CORP,2/8/2021,1366479099,605962006,$119.92 ,4
UMR KAWASAKI MOTORS MANUFACTURING CORP USA,2/8/2021,1366479099,605961992,$134.07 ,6
UMR EVANS FOOD GROUP LTD,2/8/2021,1366479099,605962528,$197.68 ,2
UMR LVMPD EMPLOYEES HEALTH WELFARE TRUST,2/8/2021,1366479099,605961999,$120.00 ,4
UMR VENETIAN BENEFITS,2/8/2021,1366479099,605962000,$60.00 ,1
UMR YOUNG LIFE,2/8/2021,1366479099,605962527,$50.08 ,4
UMR SUTTERSELECT,2/8/2021,1366479099,605961994,"$3,801.63 ",90
UMR KAWASAKI MOTORS MANUFACTURING CORP USA,2/8/2021,,605976070,$27.39 ,1
UMR GENUS AMERICAS,2/8/2021,1366479099,605961993,$51.99 ,1
UMR GERBER COLLISION,2/8/2021,1366479099,605962530,$43.33 ,3
UMR LVMPD EMPLOYEES HEALTH WELFARE TRUST,2/8/2021,,605976071,$3.00 ,1
UMR MACKAY COMMUNICATIONS INC,2/8/2021,1366479099,605962532,$146.91 ,1
UMR FOREST RIVER INC,2/8/2021,1366479099,605962002,$362.76 ,6
UMR NATIONAL CARGO BUREAU INC,2/8/2021,1366479099,605961998,$0.00 ,1
UHC DESERT MUTUAL BENEFIT ADMINISTRATORS,2/8/2021,1366479099,605962008,$0.00 ,2
UHC WILLIAM GRANT AND SONS,2/8/2021,1366479099,605962538,$0.00 ,1
UMR NATIONAL RESTAURANT ASSOCIATION,2/8/2021,1366479099,605962529,$20.92 ,1
UHC MASHANTUCKET PEQUOT TRIBE,2/8/2021,1366479099,605962537,$0.00 ,1
UMR EATON CORPORATION,2/8/2021,1366479099,605962535,$0.00 ,1
UMR LOST ARROW CORPORATION,2/8/2021,1366479099,605962533,$126.51 ,4
UHC DESERT MUTUAL BENEFIT ADMINISTRATORS,2/8/2021,1366479099,605962007,$501.68 ,8
UnitedHealthcare Services,2/8/2021,1366479099,9N0000000117472,$0.00 ,1
UnitedHealthcare Services,2/8/2021,1366479099,1N0000000117472,$0.00 ,1
UnitedHealthcare,2/8/2021,1619913449,1606046409,$0.00 ,1
Oxford Health Plans CT Inc,2/8/2021,1366479099,12133221,$0.00 ,1
Oxford Health Insurance Inc,2/8/2021,1366479099,12136509,$0.00 ,9
UMR KIA MOTORS AMERICA INC,2/8/2021,1366479099,605962536,$11.35 ,1
UMR DSW INC,2/8/2021,1366479099,605962004,$161.87 ,3
UMR EXTRA SPACE MANAGEMENT INC,2/8/2021,1366479099,605962005,$351.87 ,5
UMR,2/8/2021,1366479099,605962011,$0.00 ,47
UMR COMPASS ROSE BENEFITS GROUP,2/8/2021,1366479099,605962534,$40.67 ,3
UnitedHealthcare,2/8/2021,1366479099,1606026800,$604.93 ,29
UHC Member Payment,2/8/2021,,102022181D3C020,$5.55 ,1
UHC Member Payment,2/8/2021,,1.02E+14,$4.61 ,1
UHC Member Payment,2/8/2021,,102022181D36020,$6.92 ,1
UHC Member Payment,2/8/2021,,102022181D3A020,$21.26 ,1
UHC Member Payment,2/8/2021,,1.02E+14,$7.09 ,1
UHC Member Payment,2/8/2021,,1.02E+14,$38.20 ,1
UHC Member Payment,2/8/2021,,102022181D31020,$25.07 ,1
UHC Member Payment,2/8/2021,,102022181D40020,$41.67 ,1
UHC Member Payment,2/8/2021,,102022181D46020,$30.56 ,1
UHC Community Plan of WA,2/8/2021,1104016088,2.02E+14,$0.00 ,1
UHIC,2/8/2021,1104016088,2.02E+14,$0.00 ,2
Golden Rule,2/8/2021,1366479099,1G02022106492,$118.46 ,2
Golden Rule,2/8/2021,1366479099,9G02022106491,$229.14 ,8
AARP Supplemental Health Plans insured by UnitedHealthcare,2/8/2021,1053785345,9605829257,$11.12 ,2
AARP Supplemental Health Plans insured by UnitedHealthcare,2/8/2021,1619913449,9605828869,$120.00 ,23
UnitedHealthcare,2/8/2021,1366479099,1TR76432393,$314.08 ,26
UHC Community Plan of CA Inc,2/8/2021,1104016088,2.02E+14,$788.84 ,20
AMERICAN HOME ASSURANCE COMPANY,2/8/2021,,606067061,$0.00 ,1
UHC Benefits Plan of CA,2/8/2021,1366479099,1SW10327105,$250.35 ,10
UMR FREEDOM MORTGAGE CORPORATION,2/5/2021,1366479099,605382218,$244.64 ,3
UHC Member Payment,2/5/2021,,10201217D5BD020,$46.18 ,1
UHC Member Payment,2/5/2021,,10201217DA5A020,$5.96 ,1
UHC Member Payment,2/5/2021,,10201217D6D2020,$3.69 ,1
UHC Member Payment,2/5/2021,,10201217D6B5020,$4.13 ,1
UHC Member Payment,2/5/2021,,10201217DA54020,$27.90 ,1
UHC Member Payment,2/5/2021,,10201217D5C6020,$74.41 ,1
UHC Member Payment,2/5/2021,,10201217DB65020,$3.60 ,1
UHC Member Payment,2/5/2021,,10201217D6A1020,$13.11 ,1
UHC of the Midwest Inc,2/5/2021,1104016088,2.02E+14,$75.00 ,1
UHC Community Plan of CA Dual,2/5/2021,1104016088,2.02E+14,$112.88 ,19
UHC Community Plan of CA Inc,2/5/2021,1104016088,2.02E+14,$7.95 ,16
UHIC,2/5/2021,1104016088,2.02E+14,$196.19 ,6
UHC Community Plan New Jersey,2/5/2021,1104016088,2.02E+14,$7.81 ,2
UMR THE WINE GROUP INC,2/5/2021,1366479099,605382221,$466.94 ,16
UnitedHealthcare,2/5/2021,1366479099,1605599508,"$31,196.54 ",846
UMR JOHN HANCOCK,2/5/2021,1619913449,605382216,$0.00 ,1
UMR CPC LOGISTICS INC,2/5/2021,1366479099,605382960,$0.00 ,2
UMR NRECA,2/5/2021,1366479099,605382961,$0.00 ,1
UMR THE WINE GROUP INC,2/5/2021,1366479099,605382222,$0.00 ,5
UMR WORLD RESOURCES INSTITUTE,2/5/2021,1366479099,605382220,$0.00 ,1
UMR,2/5/2021,1366479099,605382964,$0.00 ,14
UnitedHealthcare,2/5/2021,1366479099,605382225,$0.00 ,3
UMR USNAS,2/5/2021,1366479099,605382226,$0.00 ,3
Oxford Health Insurance Inc,2/5/2021,1366479099,12127934,$0.00 ,81
UNITED BEHAVIORAL HEALTH,2/5/2021,1366479099,1605599509,$0.00 ,2
UnitedHealthcare Services,2/5/2021,1366479099,1N0000000117267,$0.00 ,1
UnitedHealthcare Services,2/5/2021,1366479099,1N0000000117267,$0.00 ,1
UnitedHealthcare Services,2/5/2021,1366479099,1N0000000117267,$0.00 ,1
UnitedHealthcare Services,2/5/2021,1366479099,1N0000000117225,$0.00 ,1
UnitedHealthcare Services,2/5/2021,1366479099,1N0000000117267,$0.00 ,1
UnitedHealthcare Services,2/5/2021,1366479099,1N0000000117267,$0.00 ,1
UnitedHealthcare Services,2/5/2021,1366479099,1N0000000117225,$0.00 ,1
THE INSURANCE COMPANY OF THE STATE OF PA,2/5/2021,,605594044,$0.00 ,1
AIG PROPERTY CASUALTY COMPANY,2/5/2021,,605594100,$0.00 ,1
UHC Community Plan of AZ Acute DD,2/5/2021,1104016088,2.02E+14,$0.00 ,5
UHC Community Plan of TX Dual,2/5/2021,1104016088,2.02E+14,$0.00 ,1
UnitedHealthcare,2/5/2021,1366479099,1TR76374385,$234.42 ,11
UHC Benefits Plan of CA,2/5/2021,1366479099,1SW10324330,$309.71 ,7
UMR PALO ALTO FOUNDATION MEDICAL GROUP,2/5/2021,1366479099,605382217,$140.08 ,5
UMR ISUZU MOTORS AMERICA INC,2/5/2021,1366479099,605382955,$92.30 ,1
UMR ABB CONCISE OPTICAL GROUP LLC,2/5/2021,1366479099,605382959,$109.98 ,5
UMR WABASH NATIONAL,2/5/2021,1366479099,605382957,$52.94 ,1
UMR TRUE WORLD HOLDINGS LLC,2/5/2021,1366479099,605382219,$30.50 ,1
UMR WORLD WIDE TECHNOLOGY HOLDING CO INC,2/5/2021,1366479099,605382956,$109.36 ,5
UMR SMC CORPORATION OF AMERICA,2/5/2021,1366479099,605382954,$90.00 ,1
UMR COMPASS ROSE BENEFITS GROUP,2/5/2021,1366479099,605382223,$290.35 ,7
UHC Member Payment,2/5/2021,,10201217DE51020,$8.01 ,1
UHC Member Payment,2/5/2021,,10202217F80B020,$50.08 ,1
UHC Member Payment,2/5/2021,,10201217DE82020,$13.09 ,1
UHC Member Payment,2/5/2021,,10201217DE10020,$16.37 ,1
UHC Member Payment,2/5/2021,,10202217FE84020,$25.04 ,1
COVID19 HRSA Uninsured Treatment Fund,2/5/2021,1366479099,605653368,$900.00 ,9
Medica,2/5/2021,1366479099,1605650544,$80.17 ,2
UHC GOVERNMENT EMPLOYEES HEALTH ASSOC,2/5/2021,1366479099,605382962,$214.41 ,7
UMR TRANSITAMERICA SERVICES INC,2/5/2021,1366479099,605382958,$407.77 ,7
UnitedHealthcare,2/5/2021,1366479099,605382224,$248.67 ,6
UMR,2/5/2021,1366479099,605382963,"$1,058.48 ",36
UHC Member Payment,2/5/2021,,10201217D6A1020,$13.11 ,1
UMR PALO ALTO FOUNDATION MEDICAL GROUP,2/5/2021,1366479099,605382217,$140.08 ,5
UMR ISUZU MOTORS AMERICA INC,2/5/2021,1366479099,605382955,$92.30 ,1
UMR ABB CONCISE OPTICAL GROUP LLC,2/5/2021,1366479099,605382959,$109.98 ,5
UMR WABASH NATIONAL,2/5/2021,1366479099,605382957,$52.94 ,1
UMR WORLD WIDE TECHNOLOGY HOLDING CO INC,2/5/2021,1366479099,605382956,$109.36 ,5
UMR SMC CORPORATION OF AMERICA,2/5/2021,1366479099,605382954,$90.00 ,1
UMR COMPASS ROSE BENEFITS GROUP,2/5/2021,1366479099,605382223,$290.35 ,7
UMR COMPASS ROSE BENEFITS GROUP,2/4/2021,1366479099,604955220,$100.00 ,1
UHC GOVERNMENT EMPLOYEES HEALTH ASSOC,2/4/2021,1366479099,604955805,$181.60 ,4
UMR SUTTERSELECT,2/4/2021,1366479099,604955798,"$13,793.67 ",440
UHC DESERT MUTUAL BENEFIT ADMINISTRATORS,2/4/2021,1366479099,604955804,$347.73 ,6
UMR ENVOY MORTGAGE LTD,2/4/2021,1366479099,604955219,$9.55 ,1
UMR COOPERATIVE RESOURCES INTERNATIONAL,2/4/2021,1366479099,604955801,$224.33 ,3
UMR ALLIANCE BANK,2/4/2021,1366479099,604955803,$12.15 ,1
UnitedHealthcare,2/4/2021,1366479099,604955221,$241.94 ,3
UMR NEXSTAR BROADCASTING INC,2/4/2021,1366479099,604955800,$200.00 ,7
UMR USNAS,2/4/2021,1366479099,604955222,$195.17 ,3
UMR,2/4/2021,1366479099,604955808,$0.00 ,6
AARP Supplemental Health Plans insured by UnitedHealthcare,2/4/2021,1366479099,9604997801,$0.00 ,1
AppleCare Medical Group,2/4/2021,1366479099,605374460,$0.00 ,472
UNITED BEHAVIORAL HEALTH,2/4/2021,1366479099,1605085352,$0.00 ,6
UNITED BEHAVIORAL HEALTH,2/4/2021,1366479099,1605082962,$0.00 ,5
AppleCare Medical Group,2/4/2021,1366479099,605374461,"$4,222.28 ",62
COVID19 HRSA Uninsured Treatment Fund,2/4/2021,1366479099,605183646,"$1,402.51 ",19
Preferred Care Partners Inc,2/4/2021,1366479099,1605079647,$100.00 ,1
UnitedHealthcare,2/4/2021,1366479099,1605082961,"$40,316.97 ",1120
UHC Member Payment,2/4/2021,,10131217A823020,$14.69 ,1
UHC Member Payment,2/4/2021,,10131217A9E3020,$10.69 ,1
UHC Member Payment,2/4/2021,,1013021786AF020,$7.50 ,1
UHC Member Payment,2/4/2021,,10201217BD1F020,$5.75 ,1
UHC Member Payment,2/4/2021,,101312179B7F020,$7.54 ,1
UHC Member Payment,2/4/2021,,101312179EC9020,$11.08 ,1
UHC Member Payment,2/4/2021,,1.01E+14,$10.12 ,1
UHC Member Payment,2/4/2021,,10131217A214020,$60.05 ,1
UHC Member Payment,2/4/2021,,10131217982B020,$67.38 ,1
UHC Member Payment,2/4/2021,,10201217AA7F020,$86.23 ,1
UHC Member Payment,2/4/2021,,10201217B4C3020,$64.92 ,1
UHC Member Payment,2/4/2021,,101312179B7A020,$8.59 ,1
UHC Member Payment,2/4/2021,,10130217866F020,$43.80 ,1
UHC Member Payment,2/4/2021,,101312178C4F020,$11.58 ,1
UHC Member Payment,2/4/2021,,10201217B012020,$16.80 ,1
UHC Member Payment,2/4/2021,,101292175A82020,$56.47 ,1
UHC Member Payment,2/4/2021,,1012921753E9020,$8.01 ,1
UHC Member Payment,2/4/2021,,1.01E+14,$13.09 ,1
UHC Member Payment,2/4/2021,,1013021776DC020,$21.65 ,1
UHC Member Payment,2/4/2021,,101292175A86020,$12.68 ,1
UHC Member Payment,2/4/2021,,1.01E+14,$23.44 ,1
UnitedHealthcare,2/4/2021,1366479099,1TR76273851,"$2,239.75 ",72
UHC Benefits Plan of CA,2/4/2021,1366479099,1SW10321447,"$1,717.50 ",27
UnitedHealthcare,2/4/2021,1366479099,1TR76188918,$0.00 ,4
UnitedHealthcare,2/4/2021,1366479099,1TR76188088,$0.00 ,2
UHC Insurance Company of the River Valley,2/4/2021,1366479099,1TR76234708,$0.00 ,8
UnitedHealthcare,2/4/2021,1366479099,1TR76186704,$0.00 ,1
Oxford Health Insurance Inc,2/4/2021,1366479099,12112926,$0.00 ,2
UMR FAITH TECHNOLOGIES INC,2/4/2021,1366479099,604955802,$0.00 ,2
UMR USNAS,2/4/2021,1366479099,604955223,$0.00 ,3
UHC GOVERNMENT EMPLOYEES HEALTH ASSOC,2/4/2021,1366479099,604955806,$0.00 ,1
UMR SUTTERSELECT,2/4/2021,1366479099,604955799,$0.00 ,4
UMR,2/4/2021,1366479099,604955807,"$3,321.45 ",110
UHC Member Payment,2/4/2021,,10201217CBB5020,$25.04 ,1
UHC Member Payment,2/4/2021,,10201217C3B6020,$3.97 ,1
AARP Supplemental Health Plans insured by UnitedHealthcare,2/3/2021,1659390763,9604579665,$96.47 ,2
UHC Member Payment,2/3/2021,,101292174A9A012,$39.51 ,1
UHC Member Payment,2/3/2021,,101292173BF7012,$11.52 ,1
UHC Member Payment,2/3/2021,,10129217438B012,$84.37 ,1
UHC Member Payment,2/3/2021,,101282171FA1012,$209.36 ,1
UHC Member Payment,2/3/2021,,1.01E+14,$35.03 ,1
UHC Member Payment,2/3/2021,,101282171FFF012,$28.00 ,1
UHC Member Payment,2/3/2021,,101282171F8D012,$209.36 ,1
UHC Member Payment,2/3/2021,,1012821720F2012,$21.11 ,1
UHC Member Payment,2/3/2021,,10128217243C012,$48.05 ,1
UHC Member Payment,2/3/2021,,1012821720A2012,$17.18 ,1
UHC Member Payment,2/3/2021,,101282171F9A012,$21.11 ,1
UHC Member Payment,2/3/2021,,101282171F93012,$21.11 ,1
UHC Member Payment,2/3/2021,,10128217209D012,$9.55 ,1
UHC Member Payment,2/3/2021,,101282171F1B012,$12.15 ,1
UHC Member Payment,2/3/2021,,1012821721D8012,$16.47 ,1
UHC Member Payment,2/3/2021,,1012821720AA012,$18.42 ,1
UHC Member Payment,2/3/2021,,1012821721D4012,$9.24 ,1
UHC Member Payment,2/3/2021,,1012821720F9012,$40.61 ,1
UHC Member Payment,2/3/2021,,1012821723EC012,$9.55 ,1
UHC Member Payment,2/3/2021,,1.01E+14,$44.21 ,1
UHC Member Payment,2/3/2021,,1.01E+14,$18.42 ,1
UHC Member Payment,2/3/2021,,10128217285B012,$11.52 ,1
UHC Member Payment,2/3/2021,,1012821720AE012,$6.43 ,1
UHC Member Payment,2/3/2021,,1.01E+14,$25.70 ,1
UHC Member Payment,2/3/2021,,1.01E+14,$31.61 ,1
UHC Member Payment,2/3/2021,,1.01E+14,$24.14 ,1
UHC Member Payment,2/3/2021,,1.01E+22,$4.61 ,1
UHC Member Payment,2/3/2021,,10128217132A012,$13.35 ,1
UHC Member Payment,2/3/2021,,1012821717DD012,$6.92 ,1
UHC Member Payment,2/3/2021,,101282171C93012,$56.94 ,1
UMR,2/3/2021,1366479099,604481603,"$4,442.68 ",94
UMR MGM RESORTS INTERNATIONAL,2/3/2021,1366479099,604481598,$153.05 ,2
UMR LOST ARROW CORPORATION,2/3/2021,1366479099,604480938,"$1,539.04 ",17
UHC GOVERNMENT EMPLOYEES HEALTH ASSOC,2/3/2021,1366479099,604481602,$122.88 ,2
AARP Supplemental Health Plans insured by UnitedHealthcare,2/3/2021,1619913449,9604581444,$0.00 ,21
AARP Supplemental Health Plans insured by UnitedHealthcare,2/3/2021,1366479099,9604578966,$0.00 ,32
UHC NTCA GROUP HEALTH PROGRAM,2/3/2021,1366479099,604481601,$0.00 ,1
UMR,2/3/2021,1366479099,604481604,$0.00 ,10
UMR USNAS,2/3/2021,1366479099,604480940,$0.00 ,3
UnitedHealthcare,2/3/2021,1366479099,604480939,$440.67 ,10
UMR MOSES CONE HEALTH SYSTEM,2/3/2021,1366479099,604481597,$123.27 ,1
UMR CLAYCO INC,2/3/2021,1366479099,604481599,$62.65 ,1
UHC NTCA GROUP HEALTH PROGRAM,2/3/2021,1366479099,604481600,$102.06 ,3
Medica,2/3/2021,1366479099,1QI01120495,$34.16 ,1
AppleCare Medical Group St Francis,2/3/2021,1366479099,604945591,"$1,470.57 ",18
Medica,2/3/2021,1366479099,1604749073,$199.09 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76101452,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76112866,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76112865,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76112876,$0.00 ,3
UnitedHealthcare,2/3/2021,1366479099,1TR76112850,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76101589,$0.00 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76120924,$0.00 ,5
UnitedHealthcare,2/3/2021,1366479099,1TR76120929,$0.00 ,16
UnitedHealthcare,2/3/2021,1366479099,1TR76101457,$0.00 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76101684,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76120914,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76101446,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76151837,$0.00 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76101600,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76101445,$0.00 ,1
UnitedHealthcare,2/3/2021,1245396605,1TR76179254,$0.00 ,1
UnitedHealthcare,2/3/2021,1245396605,9TR76149263,$0.00 ,1
UHC Insurance Company of the River Valley,2/3/2021,1366479099,1TR76120896,$0.00 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76112851,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76108457,$0.00 ,3
UnitedHealthcare,2/3/2021,1366479099,1TR76112884,$0.00 ,6
UnitedHealthcare,2/3/2021,1366479099,1TR76112885,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76101451,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76129552,$0.00 ,5
UnitedHealthcare,2/3/2021,1366479099,1TR76101683,$0.00 ,3
UnitedHealthcare,2/3/2021,1366479099,1TR76120926,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76101592,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76129551,$0.00 ,0
UnitedHealthcare,2/3/2021,1366479099,1TR76129554,$0.00 ,6
UnitedHealthcare,2/3/2021,,1TR76129580,$0.00 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76087701,$0.00 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76112861,$0.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76120919,$0.00 ,2
UnitedHealthcare,2/3/2021,1245396605,1TR76152761,$0.00 ,8
UnitedHealthcare,2/3/2021,1366479099,1TR76120928,$658.31 ,11
UnitedHealthcare,2/3/2021,1366479099,1TR76131600,$197.90 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76112874,$63.87 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76137921,$485.68 ,5
UnitedHealthcare,2/3/2021,1366479099,1TR76120895,$125.49 ,3
UnitedHealthcare,2/3/2021,1366479099,1TR76161320,$730.07 ,27
UnitedHealthcare,2/3/2021,1366479099,1TR76101604,$151.22 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76138562,$250.00 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76120923,$107.54 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76120921,$100.00 ,1
UnitedHealthcare,2/3/2021,1659390763,1TR76168357,$16.04 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76156445,"$1,658.09 ",89
UnitedHealthcare,2/3/2021,1366479099,1TR76127968,$11.35 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76101447,$13.27 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76127052,$245.00 ,3
UnitedHealthcare,2/3/2021,1366479099,1TR76112882,$485.34 ,9
UnitedHealthcare,2/3/2021,1366479099,1TR76170218,$170.07 ,5
UnitedHealthcare,2/3/2021,1366479099,1TR76161331,"$2,071.06 ",89
UnitedHealthcare,2/3/2021,1366479099,1TR76112893,$95.08 ,3
UHC Insurance Company of the River Valley,2/3/2021,1366479099,1TR76120902,$49.90 ,3
UnitedHealthcare,2/3/2021,1366479099,1TR76112849,$67.98 ,5
UnitedHealthcare,2/3/2021,1366479099,1TR76138561,$126.22 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76112872,$123.68 ,5
UnitedHealthcare,2/3/2021,1366479099,1TR76161319,$261.29 ,32
UnitedHealthcare,2/3/2021,1366479099,1TR76114025,$90.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76112895,$280.04 ,9
UnitedHealthcare,2/3/2021,1366479099,1TR76112883,$90.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76115250,$805.29 ,28
UnitedHealthcare,2/3/2021,1366479099,1TR76169532,"$5,732.42 ",139
UnitedHealthcare,2/3/2021,1366479099,1TR76138893,$200.00 ,6
UnitedHealthcare,2/3/2021,1366479099,1TR76167925,"$3,211.96 ",87
UnitedHealthcare,2/3/2021,1366479099,1TR76134816,$100.00 ,3
UnitedHealthcare,2/3/2021,1366479099,1TR76127966,$145.00 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76112858,$5.54 ,3
UnitedHealthcare,2/3/2021,1366479099,1TR76138834,$100.00 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76120909,$734.37 ,12
UnitedHealthcare,2/3/2021,1366479099,1TR76138832,$353.49 ,8
UnitedHealthcare,2/3/2021,1366479099,1TR76133156,$533.29 ,21
UnitedHealthcare,2/3/2021,1366479099,1TR76112879,$162.65 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76101543,$100.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76101607,$23.44 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76130116,"$1,216.21 ",36
UnitedHealthcare,2/3/2021,1366479099,1TR76154407,$790.17 ,20
UnitedHealthcare,2/3/2021,1366479099,1TR76101573,$200.00 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76101602,$90.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76115587,$157.08 ,5
UnitedHealthcare,2/3/2021,1366479099,1TR76095336,$18.89 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76101553,$100.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76087329,$100.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76120912,$177.25 ,11
UnitedHealthcare,2/3/2021,1366479099,1TR76120906,$102.53 ,11
UnitedHealthcare,2/3/2021,1366479099,1TR76120903,$198.30 ,9
UnitedHealthcare,2/3/2021,1366479099,1TR76129550,$225.04 ,5
UnitedHealthcare,2/3/2021,1366479099,1TR76101595,$94.03 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76127906,$612.88 ,22
UnitedHealthcare,2/3/2021,1366479099,1TR76161330,"$4,768.20 ",178
UnitedHealthcare,2/3/2021,1366479099,1TR76112881,$100.00 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76132772,$354.84 ,9
UnitedHealthcare,2/3/2021,1366479099,1TR76112868,$79.50 ,10
UnitedHealthcare,2/3/2021,1366479099,1TR76164220,$601.13 ,16
UnitedHealthcare,2/3/2021,1366479099,1TR76112875,$143.93 ,3
UnitedHealthcare,2/3/2021,1366479099,1TR76138894,$57.48 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76112887,$250.08 ,3
UnitedHealthcare,2/3/2021,1366479099,1TR76156446,"$2,300.03 ",55
UnitedHealthcare,2/3/2021,1366479099,1TR76112867,$11.35 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76177974,"$2,084.68 ",91
UnitedHealthcare,2/3/2021,1366479099,1TR76134824,$400.16 ,12
United HealthCare Services Inc,2/3/2021,1366479099,1SG08670417,"$3,915.49 ",241
UnitedHealthcare,2/3/2021,1366479099,1TR76177973,$154.10 ,12
UnitedHealthcare,2/3/2021,1366479099,1TR76127948,$380.80 ,11
UnitedHealthcare,2/3/2021,1366479099,1TR76101605,$669.58 ,9
UnitedHealthcare,2/3/2021,1366479099,1TR76183307,"$118,953.13 ",4024
UnitedHealthcare,2/3/2021,1366479099,1TR76116665,$271.07 ,9
UnitedHealthcare,2/3/2021,1366479099,1TR76112860,$9.20 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76127022,$136.21 ,2
UnitedHealthcare,2/3/2021,1366479099,1TR76112880,$357.25 ,7
UnitedHealthcare,2/3/2021,1366479099,1TR76112878,$102.68 ,1
UnitedHealthcare,2/3/2021,1366479099,1TR76112852,$68.97 ,4
UnitedHealthcare,2/3/2021,1366479099,1TR76127967,$679.01 ,14
UnitedHealthcare,2/3/2021,1366479099,1TR76120922,$119.86 ,5
